package_id,weight_kg,volume_cm3,fragility,transport_type,handling_events,distance_km,route_complexity,packaging_quality,weather_condition,temperature_c,humidity_percent,vibration_level,drop_incidents,driver_experience_yrs,time_of_day,delivery_delay_min,fragile_label_handling,road_condition,region,damaged
PCKG00439,35.46,12994,Medium,Truck,5,612,3,Medium,Clear,14.3,39.7,8.21,0,13,Morning,20,Yes,Smooth,West India,0
PCKG00440,4.53,8572,Low,Truck,9,649,6,Medium,Clear,25.7,41.5,4.42,0,2,Evening,60,Yes,Gravel,East India,1
PCKG00441,4.7,5766,Low,Truck,6,679,10,Medium,Clear,8.3,77.7,3.57,4,7,Afternoon,17,Yes,Construction,Central India,0
PCKG00442,49.34,4533,Low,Truck,6,143,8,Low,Clear,7.1,58.3,7.85,1,6,Night,102,No,Smooth,North-East India,0
PCKG00443,19.03,13253,Low,Truck,2,302,8,High,Clear,3.3,85.2,2.14,4,14,Morning,88,Yes,Smooth,Central India,0
PCKG00444,18.85,8616,Medium,Truck,11,1108,5,Medium,Clear,5.9,86.5,9.41,0,3,Night,19,No,Potholes,North India,1
PCKG00445,40.73,4003,Low,Truck,5,1284,1,Medium,Clear,10.4,89.4,3.18,0,9,Morning,100,Yes,Construction,West India,0
PCKG00446,47.39,13938,High,Air,12,183,1,Medium,Fog,20.5,29.2,4.63,3,5,Afternoon,61,Yes,Smooth,North India,1
PCKG00447,49.31,11519,High,Truck,4,1285,7,Medium,Rain,30.1,82.8,8.08,0,3,Evening,30,Yes,Smooth,East India,1
PCKG00448,37.79,17244,High,Truck,10,222,2,Medium,Rain,8,40.6,7.95,3,2,Afternoon,20,Yes,Smooth,North-East India,1
PCKG00449,19.12,2791,High,Truck,3,271,4,High,Rain,2.6,64,6.93,4,13,Afternoon,47,Yes,Construction,North-East India,1
PCKG00450,4.63,15820,Low,Truck,9,1345,10,Low,Clear,15.2,81.4,1.16,2,5,Afternoon,79,Yes,Smooth,North India,0
PCKG00451,38.97,13634,High,Air,11,595,5,Low,Clear,30.5,26.5,2.42,0,14,Afternoon,6,Yes,Gravel,North India,0
PCKG00452,28.14,2743,Low,Truck,12,683,8,Low,Storm,12.5,30.6,7.14,3,6,Night,40,Yes,Smooth,Central India,0
PCKG00453,21.5,14049,Low,Truck,7,620,10,High,Clear,36.1,71.3,8.59,2,7,Night,103,Yes,Smooth,South India,1
PCKG00454,45.36,9110,Medium,Truck,4,854,9,Low,Clear,6.2,44.3,1.68,2,1,Afternoon,106,Yes,Smooth,North India,1
PCKG00455,6,18927,Low,Bike,9,1312,1,Medium,Clear,29.1,65.9,9.89,4,7,Evening,31,No,Smooth,Central India,0
PCKG00456,24.88,3261,High,Truck,9,1373,9,Medium,Clear,16,28,6.21,1,0,Night,6,Yes,Smooth,South India,1
PCKG00457,1.06,13035,Medium,Bike,12,731,5,Medium,Clear,-0.2,88.1,8.21,2,9,Night,39,Yes,Construction,North-East India,1
PCKG00458,23.7,7949,Medium,Truck,7,79,4,Low,Clear,7.6,55.1,7.86,4,7,Evening,75,Yes,Smooth,North India,1
PCKG00459,3.29,19158,Low,Truck,5,741,10,Medium,Rain,33.6,80.9,1.07,1,7,Night,51,No,Smooth,North India,0
PCKG00460,6.38,6935,Medium,Bike,13,340,5,Low,Clear,-4.7,67.2,3.43,2,0,Morning,116,Yes,Smooth,North India,1
PCKG00461,6.32,19263,Low,Air,9,808,9,Low,Clear,29,86.6,4.58,4,0,Evening,97,Yes,Smooth,North-East India,0
PCKG00462,32.64,18079,High,Bike,14,859,8,Medium,Clear,31.5,59.9,2.6,4,6,Afternoon,116,Yes,Smooth,West India,1
PCKG00463,37.43,5772,Low,Truck,13,367,10,High,Clear,0.4,41.4,6.82,3,5,Afternoon,57,Yes,Smooth,North India,0
PCKG00464,29.38,16169,Medium,Bike,7,194,5,High,Storm,38.3,62.9,5.61,4,3,Afternoon,81,Yes,Gravel,North India,0
PCKG00465,48.13,19914,Low,Truck,9,1134,10,High,Rain,34.3,89.8,9.81,2,1,Night,76,Yes,Potholes,North-East India,1
PCKG00466,19.06,5427,Low,Air,11,74,5,Medium,Clear,3,77.1,1.83,2,8,Morning,0,Yes,Smooth,West India,0
PCKG00467,14.64,9017,Low,Bike,3,526,1,High,Clear,5.9,51.8,5.61,0,1,Evening,55,Yes,Smooth,West India,0
PCKG00468,43.5,10644,Low,Truck,11,1242,9,Medium,Rain,31.8,77.2,9,2,10,Night,33,Yes,Potholes,East India,0
PCKG00469,11.57,6251,Medium,Bike,9,987,3,Medium,Clear,19.6,69.2,0.4,1,13,Night,64,Yes,Smooth,Central India,0
PCKG00470,48.18,798,Low,Bike,1,521,1,Low,Clear,36.5,85.7,4.98,0,3,Afternoon,88,No,Smooth,South India,0
PCKG00471,1.1,4793,Low,Truck,5,32,5,Medium,Clear,39.1,45.5,2.13,4,2,Morning,53,No,Smooth,South India,0
PCKG00472,48.51,5998,Medium,Air,13,1343,10,High,Clear,10.5,22.8,9.58,0,1,Evening,8,Yes,Potholes,Central India,0
PCKG00473,2.64,9150,Low,Air,13,909,3,Medium,Clear,-0.6,26,6.65,1,6,Morning,59,No,Construction,North India,0
PCKG00474,44.61,3836,Low,Truck,2,1264,6,Medium,Clear,26.7,73.7,2.73,0,4,Night,20,No,Gravel,South India,0
PCKG00475,26.62,17528,High,Van,1,96,7,High,Fog,36.5,68.4,9.9,1,9,Evening,70,Yes,Potholes,North-East India,0
PCKG00476,49.65,14246,Low,Truck,14,367,4,Medium,Fog,2.4,71.3,2.18,4,8,Night,117,No,Construction,South India,0
PCKG00477,4.15,2161,Low,Air,3,42,4,Medium,Clear,39.3,66.7,3.31,0,3,Morning,82,No,Construction,West India,1
PCKG00478,27.92,13177,Low,Air,7,668,2,Medium,Snow,3.8,52,6.75,2,12,Night,94,Yes,Smooth,East India,0
PCKG00479,48.48,13246,Low,Bike,3,708,2,Medium,Rain,-1.1,24.8,5.68,2,1,Morning,32,No,Smooth,East India,1
PCKG00480,26.39,19146,Medium,Truck,10,495,7,High,Clear,17.3,78.5,8.24,1,11,Evening,27,Yes,Smooth,North-East India,1
PCKG00481,31.66,559,Low,Van,10,1138,5,Medium,Clear,31.3,32.7,6.69,1,5,Morning,49,No,Smooth,East India,0
PCKG00482,34.94,5335,Medium,Truck,11,148,5,Medium,Clear,10.9,89.3,5.78,1,0,Morning,117,Yes,Smooth,West India,1
PCKG00483,23,18592,Low,Truck,9,838,2,Medium,Clear,9.9,34.4,3.36,4,14,Afternoon,20,No,Potholes,North India,1
PCKG00484,31.56,18677,Low,Truck,3,1225,7,Medium,Clear,3.9,25.9,2.96,1,1,Afternoon,54,Yes,Smooth,West India,0
PCKG00485,29.42,14551,Low,Air,11,1074,2,High,Clear,39.4,46.3,0.98,2,6,Night,37,No,Smooth,South India,0
PCKG00486,45.11,15432,Medium,Van,6,1177,5,Medium,Snow,10.4,42.8,4.03,2,10,Afternoon,2,No,Gravel,South India,1
PCKG00487,2.75,2284,High,Truck,2,142,5,Medium,Storm,25,88.4,7.89,1,6,Afternoon,107,Yes,Gravel,Central India,1
PCKG00488,14.41,10521,Medium,Air,8,494,3,Medium,Fog,1,47.6,2.85,3,13,Evening,84,No,Smooth,North-East India,1
PCKG00489,47.55,5016,High,Truck,10,406,2,Medium,Storm,15.2,23.3,8.81,1,13,Afternoon,10,Yes,Smooth,East India,0
PCKG00490,44.57,4034,Low,Van,5,606,3,High,Fog,30.8,89.1,8.01,3,4,Afternoon,102,Yes,Construction,South India,1
PCKG00491,23.06,16301,Low,Bike,2,728,5,Medium,Clear,38.7,75.1,9.98,0,5,Afternoon,109,No,Potholes,West India,1
PCKG00492,31.2,3133,Low,Truck,14,685,6,Medium,Rain,3,89.9,7.26,0,3,Afternoon,52,Yes,Smooth,North-East India,0
PCKG00493,14.23,9639,Low,Truck,14,936,4,High,Rain,-0.7,42.2,0.49,2,1,Night,90,Yes,Construction,North-East India,1
PCKG00494,9.81,18802,Low,Truck,7,629,7,Low,Clear,39.4,28.2,5.93,0,13,Evening,34,Yes,Smooth,West India,0
PCKG00495,23.45,4124,Low,Truck,3,345,2,Low,Fog,19.9,47.8,3.02,0,11,Morning,84,Yes,Construction,Central India,0
PCKG00496,17.99,19571,Low,Air,14,306,6,Medium,Clear,10.5,29.8,9.49,0,12,Morning,30,Yes,Gravel,Central India,0
PCKG00497,29.39,19889,Low,Truck,5,122,9,High,Clear,38.2,30.3,7.12,4,6,Evening,118,Yes,Smooth,Central India,0
PCKG00498,4.35,11335,Low,Van,11,155,10,Low,Storm,12.6,83.2,7.83,4,13,Evening,7,Yes,Potholes,Central India,1
PCKG00499,48.73,3818,Low,Bike,9,1195,5,Low,Clear,5.4,89.6,5.61,1,10,Morning,31,Yes,Smooth,Central India,0
PCKG00500,49.32,6664,High,Bike,1,611,4,Medium,Rain,31.2,89.6,9.67,3,13,Night,22,Yes,Construction,Central India,1
PCKG00501,35.06,8778,Low,Truck,2,776,9,High,Rain,9.1,50.7,1.71,2,13,Afternoon,100,No,Construction,Central India,1
PCKG00502,27.04,6532,Medium,Air,5,1453,6,High,Rain,9.5,36.8,3.89,4,13,Afternoon,2,Yes,Smooth,Central India,0
PCKG00503,15.82,5972,Medium,Bike,14,1001,4,Low,Clear,15,32,5,4,9,Evening,117,Yes,Smooth,Central India,0
PCKG00504,40.78,19458,Low,Air,4,441,1,High,Fog,26.2,46.7,5.53,2,4,Evening,9,No,Smooth,Central India,0
PCKG00505,34.39,3491,Low,Van,1,636,9,Medium,Rain,32.9,61.9,7.76,4,8,Night,56,No,Construction,East India,0
PCKG00506,8.55,14800,Low,Truck,14,1102,10,Medium,Clear,5.2,72.1,7.29,2,6,Evening,117,Yes,Potholes,North-East India,1
PCKG00507,45.59,508,Medium,Truck,7,366,3,Medium,Storm,11.3,56.1,0.55,1,13,Afternoon,22,No,Potholes,South India,0
PCKG00508,41.22,12126,Low,Air,9,100,6,Medium,Rain,17.3,79,7.24,1,1,Morning,38,Yes,Smooth,Central India,1
PCKG00509,47.52,18361,Low,Air,1,296,1,Medium,Clear,-3.8,84.4,2.62,0,13,Afternoon,68,Yes,Smooth,West India,0
PCKG00510,36.42,6115,Low,Bike,8,1205,6,High,Clear,26.4,82,4.16,2,0,Night,109,Yes,Smooth,West India,0
PCKG00511,30.86,4118,High,Truck,9,31,3,Medium,Clear,20.5,45.8,4.5,2,2,Morning,42,Yes,Construction,South India,0
PCKG00512,21.2,13208,Low,Bike,2,825,3,High,Clear,1,86.5,6.94,1,10,Night,39,Yes,Smooth,West India,0
PCKG00513,46.67,14396,Medium,Truck,13,309,7,Low,Clear,0.9,84.6,6.81,4,13,Night,66,Yes,Smooth,Central India,0
PCKG00514,43.37,13917,Low,Truck,1,727,9,High,Clear,35.3,48.8,3.78,2,7,Night,37,No,Construction,Central India,0
PCKG00515,2.74,6727,High,Truck,6,874,6,Low,Clear,25.7,49.5,8.13,2,5,Evening,48,Yes,Smooth,North-East India,0
PCKG00516,1.81,5418,Medium,Truck,14,773,1,Medium,Fog,12.5,25.5,1.21,4,13,Night,43,Yes,Smooth,Central India,0
PCKG00517,19.13,19140,Low,Truck,7,990,9,Medium,Fog,10.2,85.6,2.33,1,1,Night,3,Yes,Construction,South India,0
PCKG00518,40.62,18504,High,Van,2,946,5,Medium,Snow,9.3,26.2,4.25,2,6,Morning,55,Yes,Smooth,South India,0
PCKG00519,49.37,9418,Medium,Air,5,209,2,High,Rain,24.5,54.4,2.19,2,11,Night,10,Yes,Potholes,East India,1
PCKG00520,7.95,17001,Low,Van,5,871,3,Medium,Fog,3,70.5,9.28,4,7,Morning,10,Yes,Construction,North-East India,1
PCKG00521,29.91,9320,Low,Air,7,1019,5,Medium,Clear,39.4,81.6,9.28,0,11,Afternoon,58,Yes,Potholes,Central India,0
PCKG00522,19.35,8776,Medium,Truck,12,582,2,Medium,Clear,25.9,60,1.71,4,11,Night,47,Yes,Smooth,North-East India,1
PCKG00523,48.51,3557,High,Air,11,666,3,High,Clear,0.7,67.8,4.13,4,3,Afternoon,18,Yes,Smooth,North India,1
PCKG00524,42.18,8815,Medium,Van,1,683,8,Medium,Storm,1.2,69.7,9.92,0,13,Night,3,Yes,Gravel,West India,0
PCKG00525,42,10980,Medium,Van,10,224,6,Medium,Rain,24.2,21.1,0.19,2,7,Morning,95,Yes,Smooth,East India,0
PCKG00526,23.7,939,Medium,Bike,8,304,2,High,Storm,12.2,86,0.43,0,12,Night,30,Yes,Smooth,Central India,0
PCKG00527,21.03,9160,Low,Truck,5,262,2,High,Clear,24.7,45.2,8.43,3,9,Evening,108,Yes,Smooth,West India,0
PCKG00528,14.03,15736,Medium,Truck,12,719,1,High,Clear,27.5,32.4,3.82,0,13,Night,35,Yes,Construction,North India,0
PCKG00529,3.29,13761,Low,Truck,3,244,7,Medium,Rain,19.2,53.1,7.31,1,3,Afternoon,50,Yes,Smooth,North India,0
PCKG00530,43.3,12886,High,Van,13,1257,6,Low,Clear,6.5,71.3,6.18,2,2,Afternoon,81,No,Smooth,Central India,1
PCKG00531,40.74,18236,Medium,Truck,13,1184,6,High,Clear,19.8,77.9,6.94,3,7,Night,49,Yes,Smooth,Central India,0
PCKG00532,49.99,852,Medium,Air,9,222,5,High,Snow,14,70.4,1.97,3,1,Night,54,Yes,Construction,North-East India,0
PCKG00533,49.83,11362,Low,Truck,11,469,3,High,Clear,35.1,48,5.47,0,3,Afternoon,96,Yes,Gravel,North-East India,0
PCKG00534,27.99,15853,Low,Bike,3,199,8,Medium,Clear,28.3,67.7,6.46,3,6,Night,2,Yes,Smooth,Central India,0
PCKG00535,38.56,11056,Low,Truck,7,274,3,Medium,Clear,22.9,50.2,5.52,2,0,Afternoon,69,Yes,Gravel,West India,1
PCKG00536,47.27,6816,Medium,Truck,10,567,5,High,Storm,-3.2,89.1,9.45,2,1,Afternoon,9,Yes,Smooth,North-East India,1
PCKG00537,42.56,3157,Medium,Truck,12,360,8,High,Clear,39.6,89.8,0.16,4,11,Morning,106,No,Smooth,West India,1
PCKG00538,12.74,17807,Low,Bike,7,544,3,Low,Clear,20.5,37.5,2.15,4,4,Morning,82,Yes,Smooth,East India,0
PCKG00539,22.8,9680,Medium,Truck,14,480,5,Medium,Rain,6.7,53.8,0.74,1,8,Morning,0,Yes,Smooth,North-East India,0
PCKG00540,6.89,17623,High,Air,10,569,6,Medium,Clear,21.6,60.4,9.63,0,0,Night,44,Yes,Potholes,South India,0
PCKG00541,47.73,11924,Low,Truck,12,312,1,High,Snow,31.8,64.5,2.34,3,2,Evening,98,No,Smooth,North-East India,0
PCKG00542,30.51,13647,Low,Air,8,632,2,Low,Rain,19.2,50.4,7.4,4,5,Afternoon,76,No,Smooth,North-East India,0
PCKG00543,11.82,16183,Medium,Truck,10,413,7,High,Clear,30,56.7,1.46,2,6,Afternoon,51,Yes,Construction,North India,0
PCKG00544,33.75,13354,Medium,Bike,8,1469,9,Low,Clear,13.6,58.8,0.52,3,5,Night,32,Yes,Smooth,Central India,1
PCKG00545,31.1,8262,Medium,Truck,4,525,10,Low,Clear,21.5,47.2,1.91,0,11,Evening,83,Yes,Potholes,South India,0
PCKG00546,18.23,10516,Medium,Air,14,489,4,Medium,Clear,14,42.4,2.76,3,11,Night,72,Yes,Construction,North India,0
PCKG00547,6.12,16159,High,Truck,1,1286,5,High,Clear,18.8,64.4,4.58,3,6,Evening,73,Yes,Smooth,North-East India,0
PCKG00548,33.74,7786,Low,Bike,4,698,4,Medium,Clear,2.5,50.9,0.22,1,7,Afternoon,97,Yes,Potholes,South India,0
PCKG00549,26.26,8068,Low,Van,6,934,3,Low,Clear,21.9,88.1,6.17,0,9,Afternoon,82,Yes,Construction,South India,0
PCKG00550,38.73,2366,Low,Truck,10,1198,10,Medium,Clear,39.1,46.3,6.56,3,13,Morning,116,Yes,Smooth,North-East India,0
PCKG00551,26.25,18334,Low,Truck,11,1489,2,Low,Clear,29.4,33.7,2.91,2,14,Morning,14,Yes,Potholes,South India,0
PCKG00552,42.68,2275,Low,Air,13,655,3,Low,Fog,9.4,49.9,2.65,2,10,Afternoon,101,No,Gravel,North-East India,0
PCKG00553,27.82,13140,Low,Bike,6,801,2,Medium,Clear,33.9,66,1.9,1,5,Afternoon,100,Yes,Construction,West India,0
PCKG00554,28.27,8557,High,Truck,6,115,8,Medium,Rain,35.3,50.9,2.15,4,0,Afternoon,23,Yes,Smooth,East India,1
PCKG00555,43.89,8410,High,Truck,14,608,1,Medium,Fog,3,40,6.5,0,12,Evening,100,Yes,Smooth,West India,1
PCKG00556,20.47,13751,Low,Truck,12,224,5,Medium,Clear,-2.6,54.7,6.06,3,13,Morning,61,Yes,Smooth,South India,1
PCKG00557,7.13,1808,Medium,Truck,7,1033,1,High,Fog,20.8,51.3,9.15,1,3,Afternoon,84,Yes,Potholes,West India,0
PCKG00558,1.92,12077,Medium,Truck,12,1323,5,Medium,Clear,16.4,86.1,8.27,2,0,Night,32,Yes,Smooth,Central India,0
PCKG00559,37.88,15555,High,Air,11,1486,3,Medium,Snow,27.2,21.3,5.76,3,11,Afternoon,94,Yes,Smooth,Central India,1
PCKG00560,31.21,16650,Medium,Truck,1,673,9,High,Rain,8.2,47.6,1.67,2,13,Evening,62,No,Potholes,Central India,0
PCKG00561,35.35,3825,Low,Bike,10,899,1,Low,Rain,12.1,43.9,3.24,3,11,Night,21,No,Gravel,Central India,1
PCKG00562,11.04,18000,Medium,Air,1,517,10,Medium,Snow,6.9,35.6,4.76,0,4,Afternoon,26,Yes,Smooth,South India,0
PCKG00563,7.25,13295,Medium,Truck,7,1240,1,Low,Clear,8.1,58.2,4.21,2,7,Morning,118,No,Smooth,North India,0
PCKG00564,1.22,17696,Medium,Air,12,123,8,High,Clear,-4.6,63,0.64,1,12,Morning,116,Yes,Potholes,East India,0
PCKG00565,17.85,9963,High,Air,4,389,3,Low,Fog,18,20.7,3.58,1,12,Afternoon,18,Yes,Smooth,North India,1
PCKG00566,29.7,11070,High,Truck,6,264,7,Medium,Clear,16.3,67.3,1.88,1,1,Afternoon,10,Yes,Smooth,East India,0
PCKG00567,19.92,18421,Medium,Truck,6,1427,10,High,Clear,11,46.8,5.75,1,4,Morning,12,Yes,Smooth,North India,0
PCKG00568,22.16,18048,Medium,Van,9,1203,5,Medium,Rain,19.3,84.6,9.3,4,13,Evening,70,Yes,Potholes,North-East India,1
PCKG00569,45.26,9239,High,Van,2,1442,2,Medium,Clear,12.6,72,1.4,3,12,Afternoon,90,Yes,Smooth,Central India,1
PCKG00570,17.74,5851,Low,Truck,4,138,7,Low,Clear,14.5,56,8.61,3,5,Afternoon,23,No,Smooth,North-East India,0
PCKG00571,25.94,8167,Low,Truck,4,106,7,High,Rain,-4.9,86.6,2.62,3,12,Evening,45,Yes,Smooth,Central India,1
PCKG00572,39.29,8061,Low,Truck,7,389,3,Medium,Snow,-2,68.1,6.89,4,12,Afternoon,24,Yes,Smooth,West India,1
PCKG00573,20.13,6094,High,Truck,1,459,6,Medium,Clear,1.8,76.6,6.07,1,14,Evening,110,Yes,Smooth,West India,0
PCKG00574,31.29,5737,Medium,Truck,5,1090,5,High,Clear,3.3,86.9,2.18,0,2,Morning,86,Yes,Smooth,South India,0
PCKG00575,43.19,17291,Low,Bike,14,964,1,Medium,Rain,15.3,82.3,3.69,1,13,Evening,50,No,Gravel,East India,1
PCKG00576,47.5,1862,High,Air,11,905,1,Medium,Clear,34.4,24.9,5.47,4,13,Afternoon,62,Yes,Gravel,East India,1
PCKG00577,7.78,13713,Medium,Truck,4,570,2,Medium,Rain,13.3,34.7,9.12,0,1,Night,36,No,Gravel,South India,0
PCKG00578,46.37,3870,High,Air,2,11,7,High,Fog,23.2,64.1,1.84,4,3,Afternoon,118,Yes,Smooth,Central India,1
PCKG00579,24.86,7218,Low,Truck,5,872,3,Medium,Rain,-3.8,31.3,3.44,2,9,Afternoon,21,Yes,Construction,West India,0
PCKG00580,13.28,1700,Medium,Truck,9,519,9,High,Clear,33.5,52.5,9.94,3,14,Evening,21,Yes,Gravel,South India,1
PCKG00581,23.23,5764,Medium,Bike,8,336,3,Medium,Clear,0.1,53.6,7.9,3,9,Afternoon,2,No,Gravel,Central India,1
PCKG00582,49.01,15484,Medium,Truck,9,1407,10,Medium,Rain,7.8,52.4,3.84,4,9,Afternoon,74,Yes,Smooth,North India,1
PCKG00583,24.88,17758,Medium,Truck,7,449,4,Low,Clear,31.8,77.6,1.42,0,12,Night,52,Yes,Construction,South India,1
PCKG00584,16.77,4820,High,Air,10,339,8,Medium,Snow,6.9,54.3,5.01,2,7,Afternoon,23,Yes,Smooth,South India,1
PCKG00585,31.85,9539,Low,Truck,7,1496,4,Low,Clear,6.6,80.8,5.84,2,1,Evening,88,Yes,Construction,Central India,1
PCKG00586,12.39,9671,High,Air,14,665,7,Medium,Clear,22.1,74.2,2.58,1,2,Morning,108,Yes,Construction,North-East India,0
PCKG00587,4.26,17535,Low,Truck,14,292,5,Low,Fog,35.6,65,7.12,1,11,Night,81,Yes,Smooth,North India,0
PCKG00588,6.88,15375,Low,Truck,13,1040,6,Medium,Fog,4.6,60.5,5.41,0,1,Night,49,Yes,Smooth,West India,0
PCKG00589,6.84,10505,Low,Bike,2,1001,8,Medium,Rain,22.9,36.3,3.67,1,11,Evening,47,No,Smooth,South India,1
PCKG00590,8.02,13580,Low,Air,12,1132,4,High,Clear,22,73.8,2.9,3,0,Evening,50,Yes,Potholes,South India,0
PCKG00591,7.37,17023,Low,Truck,13,1291,6,Medium,Clear,24.7,76.3,2.85,4,0,Morning,27,Yes,Smooth,North-East India,0
PCKG00592,32.22,686,High,Bike,3,1463,10,High,Clear,37.6,54.3,7.9,3,9,Night,38,Yes,Smooth,South India,0
PCKG00593,9.5,8356,Medium,Van,11,177,2,Medium,Clear,2.5,35.4,4.98,2,2,Afternoon,73,Yes,Smooth,West India,0
PCKG00594,17.61,18191,Low,Air,10,325,9,High,Rain,24.4,73.2,2.83,2,0,Night,97,Yes,Smooth,West India,0
PCKG00595,44.89,14936,Medium,Truck,8,1073,9,Medium,Snow,3.2,76,7.88,4,7,Afternoon,89,Yes,Potholes,North India,0
PCKG00596,23.96,11085,Low,Air,11,215,10,Medium,Clear,9.1,59.7,0.22,0,0,Night,99,Yes,Potholes,North India,1
PCKG00597,33.54,10828,Low,Bike,2,911,10,Medium,Clear,12.5,68.8,9.95,2,2,Evening,87,No,Smooth,East India,0
PCKG00598,9.03,7282,Medium,Air,7,741,6,Medium,Clear,32.6,74.2,8.89,0,12,Afternoon,19,No,Smooth,East India,0
PCKG00599,10.02,10650,Medium,Truck,12,421,6,Medium,Storm,-2.6,40.4,7.43,3,9,Night,110,No,Smooth,West India,1
PCKG00600,2.52,13280,Medium,Truck,6,268,10,Medium,Storm,28,39.8,2.66,1,13,Night,96,Yes,Smooth,North-East India,1
PCKG00601,8.86,8658,Low,Bike,12,305,7,Medium,Storm,36.1,69.6,8.9,4,8,Morning,35,Yes,Construction,South India,0
PCKG00602,14.29,14426,Medium,Truck,10,1484,4,Low,Clear,-1.4,55.9,8.17,1,2,Night,22,Yes,Smooth,West India,1
PCKG00603,9.26,17294,Medium,Bike,4,1254,7,Low,Clear,30.6,55.9,8.01,0,8,Afternoon,24,Yes,Potholes,East India,0
PCKG00604,4.89,3516,High,Air,11,108,10,Medium,Clear,-0.2,87.1,1.75,0,11,Night,108,Yes,Potholes,North-East India,1
PCKG00605,6.47,9305,Low,Air,4,991,1,High,Rain,38.3,76,6.15,3,14,Morning,7,No,Construction,East India,0
PCKG00606,23.31,8456,Medium,Truck,3,225,7,Medium,Rain,31.7,37.9,9,3,0,Morning,53,Yes,Construction,Central India,1
PCKG00607,10.71,13906,Medium,Truck,14,338,1,High,Storm,26.3,48.4,5.04,0,5,Afternoon,5,No,Potholes,East India,0
PCKG00608,18.53,5372,High,Bike,6,422,8,High,Clear,19.8,78.1,5.52,3,6,Evening,95,Yes,Smooth,North India,0
PCKG00609,25.42,12985,Low,Bike,3,1329,10,Medium,Fog,36.4,25.1,4.08,4,3,Afternoon,56,No,Construction,Central India,1
PCKG00610,34.67,17611,Medium,Van,9,639,6,Medium,Clear,0.4,42.5,6.7,2,13,Evening,71,Yes,Construction,North-East India,0
PCKG00611,2.45,8654,Low,Bike,4,965,1,High,Clear,0.5,43.8,8.6,4,12,Night,32,Yes,Potholes,Central India,1
PCKG00612,40.07,18265,Medium,Truck,4,1485,1,Medium,Clear,32,47.3,5.1,0,10,Afternoon,65,Yes,Construction,South India,1
PCKG00613,31.58,19867,Low,Bike,2,440,4,High,Clear,16.7,38.1,9.69,2,12,Afternoon,55,Yes,Smooth,East India,0
PCKG00614,4.55,2569,Low,Bike,2,398,7,Medium,Storm,33,64.9,4.04,0,3,Evening,66,Yes,Smooth,East India,0
PCKG00615,43.74,5045,Medium,Bike,7,738,5,Medium,Clear,12.6,47.7,1.21,4,8,Afternoon,1,Yes,Smooth,Central India,1
PCKG00616,46.08,19032,Low,Bike,5,47,5,Medium,Clear,15.3,58,0.15,0,12,Evening,73,Yes,Construction,West India,0
PCKG00617,3.52,19187,Low,Truck,3,214,8,Low,Snow,9.9,39.1,5.79,3,3,Morning,68,Yes,Construction,North India,1
PCKG00618,14.21,2405,Low,Truck,6,970,2,Medium,Clear,37.8,80.3,8.13,0,12,Morning,45,Yes,Potholes,East India,0
PCKG00619,40.41,792,Low,Truck,6,15,4,Medium,Clear,15.9,34.4,8.48,4,6,Afternoon,112,Yes,Smooth,West India,0
PCKG00620,37.54,3641,High,Truck,1,220,4,Medium,Clear,29,81.4,9.64,3,5,Evening,32,Yes,Construction,East India,1
PCKG00621,9.63,19922,Medium,Truck,3,1192,8,Low,Clear,26.3,32.5,5.26,2,3,Evening,46,Yes,Smooth,West India,1
PCKG00622,10.86,4010,High,Air,12,229,6,Medium,Clear,5.6,45.9,2.1,4,7,Night,57,Yes,Smooth,North India,0
PCKG00623,18.84,10300,Low,Truck,5,1274,10,Medium,Clear,36.1,74.5,6.78,1,8,Morning,85,No,Smooth,North India,0
PCKG00624,24.48,17044,High,Van,11,662,9,High,Fog,19.5,54.5,8.93,1,4,Morning,67,Yes,Smooth,North India,0
PCKG00625,31.1,898,Low,Truck,13,777,10,High,Rain,33.5,36.6,1.86,4,14,Morning,119,No,Smooth,North India,0
PCKG00626,18.76,12288,Medium,Truck,11,20,9,High,Rain,32.4,66.4,3.48,4,7,Morning,18,No,Potholes,South India,0
PCKG00627,23.4,5902,Low,Truck,7,1222,4,Medium,Clear,-2.4,28.9,7.83,1,10,Morning,73,Yes,Potholes,Central India,0
PCKG00628,37.5,17316,Medium,Truck,4,1037,10,Medium,Storm,22.9,35.1,2.35,1,12,Night,2,Yes,Construction,East India,0
PCKG00629,2.32,6027,Medium,Van,12,518,7,High,Storm,30.5,38,8.99,1,3,Evening,7,Yes,Smooth,East India,1
PCKG00630,13,13892,Low,Truck,8,297,3,Medium,Clear,35.8,60.9,8.42,4,9,Morning,81,No,Potholes,North-East India,1
PCKG00631,35.81,13647,Low,Truck,3,1112,6,Low,Snow,17.8,58.7,5.05,3,8,Night,1,Yes,Smooth,North-East India,0
PCKG00632,44.81,4819,Medium,Van,6,1237,1,Low,Clear,28.8,56.4,9.98,0,6,Morning,102,No,Potholes,West India,1
PCKG00633,25.83,1179,Low,Truck,6,62,5,High,Snow,38.6,26.8,2.95,0,12,Night,73,No,Gravel,North-East India,0
PCKG00634,26.84,8480,Low,Truck,9,989,6,Medium,Fog,32.3,74.6,9.31,3,7,Morning,83,No,Smooth,South India,0
PCKG00635,5.81,6139,Low,Truck,4,855,5,Medium,Clear,33.4,29.2,2.91,0,11,Afternoon,115,Yes,Smooth,North-East India,1
